problem,method,num_qubits,p,gamma,beta,approx,expectation,best_found_gamma,best_found_beta,best_found_approx,best_found_expectation,additional_info
maxcut,sequential,14,7,-0.025335424625724134,-1.0640878342804139,0.18677801684834733,-15.717147935623778,"[-0.3800313693858621, -0.2280188216315172, -0.17734797238006894, -0.025335424625724134, 0.025335424625724134, -0.025335424625724134, -0.025335424625724134]","[0.5573793417659312, 0.8614044372746208, 1.1654295327833104, 1.1654295327833104, 1.0640878342804139, -1.1654295327833104, -1.0640878342804139]",0.18677801684834733,-15.717147935623778,graph123456_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,1,-0.3800313693858621,0.5573793417659312,0.22116568920976074,-15.991712205768163,[-0.3800313693858621],[0.5573793417659312],0.22116568920976074,-15.991712205768163,graph123456_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,2,-0.2280188216315172,1.0640878342804139,0.15036704802219775,-17.274828634606095,"[-0.3800313693858621, -0.2280188216315172]","[0.5573793417659312, 1.0640878342804139]",0.15036704802219775,-17.274828634606095,graph123456_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,3,-0.12667712312862067,0.9627461357775173,0.12245525361770962,-17.78068695841015,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067]","[0.5573793417659312, 1.0640878342804139, 0.9627461357775173]",0.12245525361770962,-17.78068695841015,graph123456_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,4,-0.025335424625724134,-1.0640878342804139,0.12171619337665533,-17.794081288036978,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.025335424625724134]","[0.5573793417659312, 1.0640878342804139, 0.9627461357775173, -1.0640878342804139]",0.12171619337665533,-17.794081288036978,graph123456_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,5,-0.025335424625724134,1.469454628292,0.12149750628017121,-17.798044655152037,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.025335424625724134, -0.025335424625724134]","[0.5573793417659312, 1.0640878342804139, 0.9627461357775173, -1.0640878342804139, 1.469454628292]",0.12149750628017121,-17.798044655152037,graph123456_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,6,-0.025335424625724134,1.0640878342804139,0.12117118967853167,-17.803958641431194,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.025335424625724134, -0.025335424625724134, -0.025335424625724134]","[0.5573793417659312, 1.0640878342804139, 0.9627461357775173, -1.0640878342804139, 1.469454628292, 1.0640878342804139]",0.12117118967853167,-17.803958641431194,graph123456_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,7,0.025335424625724134,-0.25335424625724134,0.12144304664990313,-17.799031652149907,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.025335424625724134, -0.025335424625724134, -0.025335424625724134, 0.025335424625724134]","[0.5573793417659312, 1.0640878342804139, 0.9627461357775173, -1.0640878342804139, 1.469454628292, 1.0640878342804139, -0.25335424625724134]",0.12144304664990313,-17.799031652149907,graph123456_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,10,1,-0.3800313693858621,0.5573793417659312,0.22586669776476517,-10.210040244074875,[-0.3800313693858621],[0.5573793417659312],0.22586669776476517,-10.210040244074875,graph123457_32x32scan_10qubits_p1to7_maxcut_symmetry
maxcut,sequential,10,2,-0.2280188216315172,0.8614044372746208,0.17643991195471515,-10.820571786083732,"[-0.3800313693858621, -0.2280188216315172]","[0.5573793417659312, 0.8614044372746208]",0.17643991195471515,-10.820571786083732,graph123457_32x32scan_10qubits_p1to7_maxcut_symmetry
maxcut,sequential,10,3,-0.17734797238006894,1.1654295327833104,0.14188392577391074,-11.24741563568549,"[-0.3800313693858621, -0.2280188216315172, -0.17734797238006894]","[0.5573793417659312, 0.8614044372746208, 1.1654295327833104]",0.14188392577391074,-11.24741563568549,graph123457_32x32scan_10qubits_p1to7_maxcut_symmetry
maxcut,sequential,10,4,-0.025335424625724134,1.1654295327833104,0.1397847295927529,-11.273345411624932,"[-0.3800313693858621, -0.2280188216315172, -0.17734797238006894, -0.025335424625724134]","[0.5573793417659312, 0.8614044372746208, 1.1654295327833104, 1.1654295327833104]",0.1397847295927529,-11.273345411624932,graph123457_32x32scan_10qubits_p1to7_maxcut_symmetry
maxcut,sequential,10,5,0.025335424625724134,1.1654295327833104,0.13869429376448086,-11.286814737149257,"[-0.3800313693858621, -0.2280188216315172, -0.17734797238006894, -0.025335424625724134, 0.025335424625724134]","[0.5573793417659312, 0.8614044372746208, 1.1654295327833104, 1.1654295327833104, 1.1654295327833104]",0.13869429376448086,-11.286814737149257,graph123457_32x32scan_10qubits_p1to7_maxcut_symmetry
maxcut,sequential,10,6,-0.025335424625724134,-1.0640878342804139,0.1392762441586069,-11.279626345962667,"[-0.3800313693858621, -0.2280188216315172, -0.17734797238006894, -0.025335424625724134, 0.025335424625724134, -0.025335424625724134]","[0.5573793417659312, 0.8614044372746208, 1.1654295327833104, 1.1654295327833104, 1.1654295327833104, -1.0640878342804139]",0.1392762441586069,-11.279626345962667,graph123457_32x32scan_10qubits_p1to7_maxcut_symmetry
maxcut,sequential,10,7,0.025335424625724134,0.05067084925144827,0.1387030967584301,-11.286706000451492,"[-0.3800313693858621, -0.2280188216315172, -0.17734797238006894, -0.025335424625724134, 0.025335424625724134, -0.025335424625724134, 0.025335424625724134]","[0.5573793417659312, 0.8614044372746208, 1.1654295327833104, 1.1654295327833104, 1.1654295327833104, -1.0640878342804139, 0.05067084925144827]",0.1387030967584301,-11.286706000451492,graph123457_32x32scan_10qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,1,-0.3800313693858621,0.5573793417659312,0.21620425363660736,-11.993784154326121,[-0.3800313693858621],[0.5573793417659312],0.21620425363660736,-11.993784154326121,graph123457_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,2,-0.2280188216315172,0.9627461357775173,0.15505142005204597,-12.844084804001401,"[-0.3800313693858621, -0.2280188216315172]","[0.5573793417659312, 0.9627461357775173]",0.15505142005204597,-12.844084804001401,graph123457_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,3,-0.12667712312862067,1.0640878342804139,0.12315209141300545,-13.287629579869794,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067]","[0.5573793417659312, 0.9627461357775173, 1.0640878342804139]",0.12315209141300545,-13.287629579869794,graph123457_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,4,-0.025335424625724134,-0.557379341765931,0.1218034476545354,-13.306381820719302,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.025335424625724134]","[0.5573793417659312, 0.9627461357775173, 1.0640878342804139, -0.557379341765931]",0.1218034476545354,-13.306381820719302,graph123457_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,5,-0.025335424625724134,1.469454628292,0.12058775332733193,-13.323285463864444,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.025335424625724134, -0.025335424625724134]","[0.5573793417659312, 0.9627461357775173, 1.0640878342804139, -0.557379341765931, 1.469454628292]",0.12058775332733193,-13.323285463864444,graph123457_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,6,-0.025335424625724134,-1.0640878342804139,0.12002174836843865,-13.331155489766038,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.025335424625724134, -0.025335424625724134, -0.025335424625724134]","[0.5573793417659312, 0.9627461357775173, 1.0640878342804139, -0.557379341765931, 1.469454628292, -1.0640878342804139]",0.12002174836843865,-13.331155489766038,graph123457_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,7,-0.025335424625724134,1.3681129297891035,0.12012093688594272,-13.329776321280617,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.025335424625724134, -0.025335424625724134, -0.025335424625724134, -0.025335424625724134]","[0.5573793417659312, 0.9627461357775173, 1.0640878342804139, -0.557379341765931, 1.469454628292, -1.0640878342804139, 1.3681129297891035]",0.12012093688594272,-13.329776321280617,graph123457_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,1,-0.3800313693858621,0.5573793417659312,0.19722315318618264,-13.921008141557218,[-0.3800313693858621],[0.5573793417659312],0.19722315318618264,-13.921008141557218,graph123457_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,2,-0.2280188216315172,1.0640878342804139,0.12906355630441646,-14.985096411536277,"[-0.3800313693858621, -0.2280188216315172]","[0.5573793417659312, 1.0640878342804139]",0.12906355630441646,-14.985096411536277,graph123457_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,3,-0.12667712312862067,1.0640878342804139,0.10319380515376068,-15.38896761978948,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067]","[0.5573793417659312, 1.0640878342804139, 1.0640878342804139]",0.10319380515376068,-15.38896761978948,graph123457_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,4,-0.025335424625724134,1.3681129297891035,0.10276019054592761,-15.395737087905424,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.025335424625724134]","[0.5573793417659312, 1.0640878342804139, 1.0640878342804139, 1.3681129297891035]",0.10276019054592761,-15.395737087905424,graph123457_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,5,0.025335424625724134,0.9627461357775173,0.10299791731585546,-15.39202576508497,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.025335424625724134, 0.025335424625724134]","[0.5573793417659312, 1.0640878342804139, 1.0640878342804139, 1.3681129297891035, 0.9627461357775173]",0.10299791731585546,-15.39202576508497,graph123457_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,6,-0.025335424625724134,-0.05067084925144827,0.10276806388787724,-15.395614171526844,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.025335424625724134, 0.025335424625724134, -0.025335424625724134]","[0.5573793417659312, 1.0640878342804139, 1.0640878342804139, 1.3681129297891035, 0.9627461357775173, -0.05067084925144827]",0.10276806388787724,-15.395614171526844,graph123457_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,7,0.025335424625724134,-0.25335424625724134,0.1029528093817183,-15.392729977342587,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.025335424625724134, 0.025335424625724134, -0.025335424625724134, 0.025335424625724134]","[0.5573793417659312, 1.0640878342804139, 1.0640878342804139, 1.3681129297891035, 0.9627461357775173, -0.05067084925144827, -0.25335424625724134]",0.1029528093817183,-15.392729977342587,graph123457_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,1,-0.3800313693858621,0.6587210402688277,0.2689923289243141,-16.58729605430226,[-0.3800313693858621],[0.6587210402688277],0.2689923289243141,-16.58729605430226,graph123457_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,2,-0.17734797238006894,1.1654295327833104,0.2359211267014642,-17.25275974048401,"[-0.3800313693858621, -0.17734797238006894]","[0.6587210402688277, 1.1654295327833104]",0.2359211267014642,-17.25275974048401,graph123457_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,3,-0.12667712312862067,0.9627461357775173,0.20580714228280952,-17.858717846930215,"[-0.3800313693858621, -0.17734797238006894, -0.12667712312862067]","[0.6587210402688277, 1.1654295327833104, 0.9627461357775173]",0.20580714228280952,-17.858717846930215,graph123457_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,4,0.025335424625724134,1.469454628292,0.20333286242413154,-17.908505676967536,"[-0.3800313693858621, -0.17734797238006894, -0.12667712312862067, 0.025335424625724134]","[0.6587210402688277, 1.1654295327833104, 0.9627461357775173, 1.469454628292]",0.20333286242413154,-17.908505676967536,graph123457_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,5,0.025335424625724134,0.25335424625724134,0.20245782370534263,-17.926113337173934,"[-0.3800313693858621, -0.17734797238006894, -0.12667712312862067, 0.025335424625724134, 0.025335424625724134]","[0.6587210402688277, 1.1654295327833104, 0.9627461357775173, 1.469454628292, 0.25335424625724134]",0.20245782370534263,-17.926113337173934,graph123457_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,6,0.025335424625724134,0.9627461357775173,0.2015768077238329,-17.943841272756373,"[-0.3800313693858621, -0.17734797238006894, -0.12667712312862067, 0.025335424625724134, 0.025335424625724134, 0.025335424625724134]","[0.6587210402688277, 1.1654295327833104, 0.9627461357775173, 1.469454628292, 0.25335424625724134, 0.9627461357775173]",0.2015768077238329,-17.943841272756373,graph123457_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,7,0.025335424625724134,-1.266771231286207,0.20154402777262506,-17.944500875845993,"[-0.3800313693858621, -0.17734797238006894, -0.12667712312862067, 0.025335424625724134, 0.025335424625724134, 0.025335424625724134, 0.025335424625724134]","[0.6587210402688277, 1.1654295327833104, 0.9627461357775173, 1.469454628292, 0.25335424625724134, 0.9627461357775173, -1.266771231286207]",0.20154402777262506,-17.944500875845993,graph123457_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,1,-0.3800313693858621,0.5573793417659312,0.2508312963491669,-12.280744308285817,[-0.3800313693858621],[0.5573793417659312],0.2508312963491669,-12.280744308285817,graph123458_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,2,-0.2280188216315172,0.7600627387717243,0.1999537923958696,-13.03514158212162,"[-0.3800313693858621, -0.2280188216315172]","[0.5573793417659312, 0.7600627387717243]",0.1999537923958696,-13.03514158212162,graph123458_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,3,-0.12667712312862067,1.0640878342804139,0.1731521464963849,-13.432548825594958,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067]","[0.5573793417659312, 0.7600627387717243, 1.0640878342804139]",0.1731521464963849,-13.432548825594958,graph123458_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,4,-0.0760062738771724,0.8614044372746208,0.165582644985129,-13.544787258314246,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.0760062738771724]","[0.5573793417659312, 0.7600627387717243, 1.0640878342804139, 0.8614044372746208]",0.165582644985129,-13.544787258314246,graph123458_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,5,-0.025335424625724134,-1.0640878342804139,0.1631002041824174,-13.581596190131016,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.0760062738771724, -0.025335424625724134]","[0.5573793417659312, 0.7600627387717243, 1.0640878342804139, 0.8614044372746208, -1.0640878342804139]",0.1631002041824174,-13.581596190131016,graph123458_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,6,-0.025335424625724134,0.05067084925144827,0.1624164847822362,-13.59173418848956,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.0760062738771724, -0.025335424625724134, -0.025335424625724134]","[0.5573793417659312, 0.7600627387717243, 1.0640878342804139, 0.8614044372746208, -1.0640878342804139, 0.05067084925144827]",0.1624164847822362,-13.59173418848956,graph123458_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,12,7,-0.025335424625724134,1.1654295327833104,0.16245630543439607,-13.591143739094493,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.0760062738771724, -0.025335424625724134, -0.025335424625724134, -0.025335424625724134]","[0.5573793417659312, 0.7600627387717243, 1.0640878342804139, 0.8614044372746208, -1.0640878342804139, 0.05067084925144827, 1.1654295327833104]",0.16245630543439607,-13.591143739094493,graph123458_32x32scan_12qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,1,-0.3800313693858621,0.5573793417659312,0.26719484361162815,-14.35144837249676,[-0.3800313693858621],[0.5573793417659312],0.26719484361162815,-14.35144837249676,graph123458_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,2,-0.2280188216315172,0.7600627387717243,0.21011401613531042,-15.344518335515765,"[-0.3800313693858621, -0.2280188216315172]","[0.5573793417659312, 0.7600627387717243]",0.21011401613531042,-15.344518335515765,graph123458_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,3,-0.12667712312862067,1.0640878342804139,0.184873316680392,-15.783646175501428,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067]","[0.5573793417659312, 0.7600627387717243, 1.0640878342804139]",0.184873316680392,-15.783646175501428,graph123458_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,4,-0.0760062738771724,0.8614044372746208,0.17434557167636514,-15.966803775067763,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.0760062738771724]","[0.5573793417659312, 0.7600627387717243, 1.0640878342804139, 0.8614044372746208]",0.17434557167636514,-15.966803775067763,graph123458_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,5,-0.0760062738771724,-1.1654295327833104,0.16953696970613844,-16.050461955789256,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.0760062738771724, -0.0760062738771724]","[0.5573793417659312, 0.7600627387717243, 1.0640878342804139, 0.8614044372746208, -1.1654295327833104]",0.16953696970613844,-16.050461955789256,graph123458_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,6,-0.025335424625724134,1.0640878342804139,0.16685733038520195,-16.097081275077343,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.0760062738771724, -0.0760062738771724, -0.025335424625724134]","[0.5573793417659312, 0.7600627387717243, 1.0640878342804139, 0.8614044372746208, -1.1654295327833104, 1.0640878342804139]",0.16685733038520195,-16.097081275077343,graph123458_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,14,7,-0.025335424625724134,-0.1520125477543448,0.1659049507942491,-16.113650403574297,"[-0.3800313693858621, -0.2280188216315172, -0.12667712312862067, -0.0760062738771724, -0.0760062738771724, -0.025335424625724134, -0.025335424625724134]","[0.5573793417659312, 0.7600627387717243, 1.0640878342804139, 0.8614044372746208, -1.1654295327833104, 1.0640878342804139, -0.1520125477543448]",0.1659049507942491,-16.113650403574297,graph123458_32x32scan_14qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,1,-0.3800313693858621,0.6587210402688277,0.18959756762098415,-16.58729605430226,[-0.3800313693858621],[0.6587210402688277],0.18959756762098415,-16.58729605430226,graph123458_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,2,-0.17734797238006894,1.1654295327833104,0.15262679657030118,-17.25275974048401,"[-0.3800313693858621, -0.17734797238006894]","[0.6587210402688277, 1.1654295327833104]",0.15262679657030118,-17.25275974048401,graph123458_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,3,-0.12667712312862067,0.9627461357775173,0.11896194169554623,-17.858717846930215,"[-0.3800313693858621, -0.17734797238006894, -0.12667712312862067]","[0.6587210402688277, 1.1654295327833104, 0.9627461357775173]",0.11896194169554623,-17.858717846930215,graph123458_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,4,0.025335424625724134,1.469454628292,0.11619590877197453,-17.908505676967536,"[-0.3800313693858621, -0.17734797238006894, -0.12667712312862067, 0.025335424625724134]","[0.6587210402688277, 1.1654295327833104, 0.9627461357775173, 1.469454628292]",0.11619590877197453,-17.908505676967536,graph123458_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,5,0.025335424625724134,0.25335424625724134,0.1152176904442938,-17.926113337173934,"[-0.3800313693858621, -0.17734797238006894, -0.12667712312862067, 0.025335424625724134, 0.025335424625724134]","[0.6587210402688277, 1.1654295327833104, 0.9627461357775173, 1.469454628292, 0.25335424625724134]",0.1152176904442938,-17.926113337173934,graph123458_32x32scan_16qubits_p1to7_maxcut_symmetry
maxcut,sequential,16,6,0.025335424625724134,0.9627461357775173,0.11423279004893158,-17.943841272756373,"[-0.3800313693858621, -0.17734797238006894, -0.12667712312862067, 0.025335424625724134, 0.025335424625724134, 0.025335424625724134]","[0.6587210402688277, 1.1654295327833104, 0.9627461357775173, 1.469454628292, 0.25335424625724134, 0.9627461357775173]",0.11423279004893158,-17.943841272756373,graph123458_32x32scan_16qubits_p1to7_maxcut_symmetry
